_id,id,name,name_clean,contact_email,contact_phone,description_html,description_strapline,emergency_notice,emergency_notice_updated,admission_price_note,opening_times_note,opening_times_from,opening_times_to,latitude,longitude,lat_rad,lon_rad,sin_lat,cos_lat,sin_lon,cos_lon,postal_address_country,postal_address_county,postal_address_lines,postal_address_postcode,postal_address_town,website_url,timed_entry_url,actively_promoted,popular,popular_order,favoured,favoured_last_updated,type,updated,modified,updated_admission_prices,modified_admission_prices,updated_directions,modified_directions,updated_notes,modified_notes,updated_opening_times_days,modified_opening_times_days,updated_opening_times_weeks,modified_opening_times_weeks,loading_events_status,viewed_last_updated,hero_image_version,region
36,200,Leith Hill,LeithHill,leithhill@nationaltrust.org.uk,,"<p>Leith Hill is&nbsp;set within the&nbsp;<a href=""http://www.nationaltrust.org.uk/visit/local-to-you/london-and-south-east/things-to-see-and-do/surrey-hills/"" target=""_self"">Surrey Hills</a>,&nbsp;and&nbsp;from the Tower rising majestically above the surrounding hills&nbsp;you can see sweeping views towards London in the North and the English Channel in the South.&nbsp;The top of the Tower is the highest point in South-East England..</p>

<p>Whilst you&#39;re at Leith Hill, don&#39;t forget to stop in and visit Leith Hill Place. The house was the c<span class=""readonly-textarea span9"" id=""handbook-text"">hildhood home of English composer Ralph Vaughan Williams and was once owned by the Wedgwood family.&nbsp; It was also regularly visited by Charles Darwin. The house is open to visitors on Fridays, Saturdays, Sundays and Bank Hoildays throughout the summer season. Last day of opening is Sunday, 30&nbsp;October.</span></p>

<p>Leith Hill has been popular with visitors since the Victorian times and you can enjoy similar pastimes today but with a modern twist; follow&nbsp;a self-guided trail&nbsp;through ancient woods, the scented Rhododendron Wood or across open heathland.</p>

<p>There&rsquo;s plenty of space for family adventures and many spots for picnics too. Hot and cold food is&nbsp;available from&nbsp;the Tower&rsquo;s servery.</p>

<p>Leith Hill is within an Area of Outstanding Natural Beauty (AONB) and is home to an abundant wildlife. It&rsquo;s also designated as a Site of Special Scientific Interest (SSSI).</p>

<p>Visit and escape into a natural and&nbsp;peaceful world around you...</p>
","Come and explore the trails through woodland, heathland and farmland, all with exceptional views.",,1665653368101,"<p>The house is open Fridays-Sundays and Bank Holidays, 11am-4.30pm.&nbsp;</p>

<p>The tower is open Fridays-Sundays and Bank Holidays, 11am-3pm.</p>
",,2022-01-01,2022-12-31,51.176899,-0.37276,0.893205388510593,-0.00650588931973406,0.77908526213597,0.626917980538544,-0.00650584342447322,0.999978836776727,England,Surrey,near Coldharbour village,,Dorking,https://www.nationaltrust.org.uk/leith-hill,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,0,1665653368101,1664702433000,1665653703393,1656338574000,1665653744775,0,1665653723922,1658908412000,0,0,1665653766406,1664702433000,0,0,1418484009,London and South East
37,67,Castle Coole,CastleCoole,castlecoole@nationaltrust.org.uk,+442866322690,"<p>Experience the stately grandeur of this stunning 18th-century mansion set in a beautiful wooded landscape park ideal for family walks.</p> <p>Castle Coole is one of Ireland's finest Neo-classical houses, allowing visitors to glimpse what life was like in the home of the Earls of Belmore.</p> <p>Discover the story of the people who lived and worked below stairs as you explore the splendid suite of servants rooms and service quarters of this magnificent property.</p>",Magnificent 18th-century mansion and landscape park,,1665653368793,"<p><strong>Free entry for National Trust members.&nbsp;</strong>Guided house tour bookings are made on arrival. (subject to availability)</p>
",,2022-01-01,2022-12-31,54.336184,-7.624401,0.948345313769463,-0.133070900942348,0.812451888669831,0.583028239965119,-0.132678514935034,0.991159125304627,Northern Ireland,County Fermanagh,,BT74 6JY,Enniskillen,https://www.nationaltrust.org.uk/castle-coole,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,1,1665653368793,1664520269000,1665653703315,1641294101000,1665653744704,0,1665653723858,1646424579000,0,0,1665653766335,1664520269000,0,0,1417708451,Northern Ireland
38,315,Stoneacre,Stoneacre,stoneacre@nationaltrust.org.uk,+441622862982,"<p>15th-century half-timbered yeoman&#39;s house, featuring a great hall and surrounded by glorious garden, orchard and meadows.</p>

<p>A perfect example of a Wealden Hall-House, it is full of beautiful collections of furniture, wood and metal work.</p>

<p>Wonderful woodland walks over the Otham Valley can begin from here.</p>
",Medieval yeoman's house and garden,,1665653369784,"<p>We do not have an advanced booking system so entry tickets can be purchased upon arrrival.&nbsp;</p>

<p>Stonecare will be open on select weekends between 19 March&nbsp;and 30 October 2022 11am-5pm.&nbsp;Last entry is 4.30pm.</p>
",,2022-01-01,2022-12-31,51.2533,0.58178,0.89453883751241,0.0101539765222526,0.779920532403315,0.625878553024251,0.010153802038507,0.999948448823319,England,Kent,Otham,ME15 8RS,Maidstone,https://www.nationaltrust.org.uk/stoneacre,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,1,1665653369784,1664432896000,1665653703399,1661411807000,1665653744781,0,1665653723928,1582823786000,0,0,1665653766482,1658741191000,0,0,1418484987,London and South East
39,355,Watersmeet,Watersmeet,northdevon@nationaltrust.org.uk,+441598753348,"<p>Take a stroll around the 2,000 acres of Watersmeet and Countisbury, a haven for wildlife with breathtaking views.</p>

<p>On Exmoor, Watersmeet is the meeting place of the East Lyn river and Hoar Oak Water.</p>

<p>Explore the rich woodlands of the Lyn Valley and stroll along the riverside at Lynmouth, Combe Park and Rockford.</p>

<p>As a contrast, the South West Coast Path runs along the dramatic Glenthorne Cliffs, towards Devon&#39;s most northerly outcrop, Foreland Point.</p>

<p>Watersmeet is part of the <a href=""http://www.nationaltrust.org.uk/northdevon"">North Devon</a> coast managed by the National Trust.</p>
",Dramatic river gorge and ancient woodland in stunning surroundings,,1665653370026,,,2022-01-01,2022-12-31,51.2211,-3.79444,0.893976841493268,-0.0662254712693736,0.779568668001702,0.626316766397046,-0.0661770731278871,0.997807894833583,England,Devon,Watersmeet Road,EX35 6NT,Lynmouth,https://www.nationaltrust.org.uk/watersmeet,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,0,1665653370026,1664433248000,1665653703460,1609483065000,1665653744844,0,1665653723990,1631168835000,0,0,1665653766554,1651492452000,0,0,1418681480,South West
40,2778,Bolberry Down,BolberryDown,bolberrydown@nationaltrust.org.uk,+441752346585,"<p>This is the starting point for discovering spectacular coastal walks between Salcombe and Hope Cove. A level and surfaced circular trail through the downs offers easy access to sea views and wild flowers carpeting the cliffs.</p>

<p><span style=""line-height: 1.6em"">For something more challenging, you can follow the coast path east towards Salcombe, past East Soar and Overbeck&#39;s. Discover the remote sandy beach at Soar Mill Cove less than a mile from the car park, or head west to Bolt Tail and you&#39;ll cross the ramparts of an Iron Age fort</span><span style=""line-height: 1.6em"">.</span></p>

<p>Livestock may be grazing in these areas, please keep dogs on a lead.&nbsp;If animals become curious and approach:<br />
- Stay calm and do not run.<br />
- Avoid getting between cows and calves.<br />
- If walking with a dog let go of its lead and meet up with your dog further along the path.<br />
- If animals are blocking the path, whistle, talk or clap which lets them know you are there and encourages them to move. If they are still blocking the way then it may be best to avoid passing them and find an alternative route.</p>
",An easily accessible and wild stretch of coastline,,1665653370521,"<p><span style=""color: rgb(28, 30, 33); font-family: Helvetica, Arial, sans-serif; font-size: 14px; background-color: rgb(255, 255, 255);"">&pound;3 parking charge (free to NT members). Pay and scan and PaybyPhone.</span></p>
",,2022-01-01,2022-12-31,50.223454,-3.827255,0.876564634023916,-0.0667982010634156,0.768545487816712,0.639795149369369,-0.0667485365530639,0.997769829604015,England,Devon,,TQ7 3DY,near Salcombe,https://www.nationaltrust.org.uk/bolberry-down,,"National Trust Mobile Application
nationaltrust.org.uk",0,0,0,0,0,1665653370521,1659346462000,1665653703471,1609943364000,1665653744851,0,1665653724000,1650469500000,0,0,1665653766555,1641020503000,0,0,1422264466,South West
41,6212,Moleskin and Markham Hills,MoleskinandMarkhamHills,moleskinmarkhamhills@nationaltrust.org.uk,+441582873663,"<div class=""controls"">
<div class=""readonly-textarea span9"" id=""handbook-text"">Wildlife-rich chalk grassland, beech woodland and meadows managed as a nature reserve.</div>
</div>
","Wildlife-rich chalk grassland, beech woodland and meadows managed as a nature reserve.",,1665653371095,,,2022-01-01,2022-12-31,51.94473,-0.44615,0.906606567559474,-0.0077867864577727,0.787416493235692,0.616421338193614,-0.00778670776728668,0.999969683131517,England,Bedfordshire,,,near Streatley,https://www.nationaltrust.org.uk/moleskin-and-markham-hills,,"National Trust Mobile Application
nationaltrust.org.uk",0,0,0,0,0,1665653371095,1655735658000,1665653703531,1499915332000,1665653744916,0,1665653724060,1499915332000,0,0,1665653766668,1641020724000,0,0,1546436032,East of England
42,76,Chirk Castle,ChirkCastle,chirkcastle@nationaltrust.org.uk,+441691777701,"<p>Completed by Marcher Lord Roger Mortimer, in 1310, Chirk is the last Welsh castle from the reign of Edward I still inhabited today. You can explore medieval towers and dungeons, visit the 17th and 18th-century rooms of the Myddelton family home, including the historic laundry, and discover the story of influential 20th-century tenant and polymath Lord Howard de Walden.</p>

<p>The prized gardens contain clipped yews, herbaceous borders and rock gardens. A terrace gives stunning views over the Cheshire and Shropshire plains, while the large estate, divided by King Offa&rsquo;s Dyke, provides habitat for rare invertebrates, wild flowers and veteran trees.</p>

<p>~</p>

<p>Wedi&rsquo;i gwblhau gan Arglwydd y Mers, Roger Mortimer, ym 1310, y Waun yw&rsquo;r castell Cymreig olaf o deyrnasiad Edward I yr oedd pobl yn dal i fyw ynddo heddiw. Gallwch archwilio tyrau a daeargelloedd canoloesol, ymweld ag ystafelloedd cartref y teulu Myddelton o&#39;r 17eg a&#39;r 18fed ganrif, gan gynnwys y golchdy hanesyddol, a darganfod stori tenant dylanwadol yr 20fed ganrif a&#39;r polymath yr Arglwydd Howard de Walden.</p>

<p>Mae&#39;r gerddi gwerthfawr yn cynnwys ywiau wedi&#39;u tocio, borderi llysieuol a gerddi creigiau. Mae teras yn rhoi golygfeydd godidog dros wastatir Swydd Gaer a Swydd Amwythig, tra bod yr yst&acirc;d fawr, a rennir gan Glawdd y Brenin Offa, yn darparu cynefin ar gyfer infertebratau prin, blodau gwyllt a choed hynafol.</p>
",Magnificent medieval fortress of the Welsh Marches | Castell canoloesol odidog Y Mers,Our electric vehicle charging point is currently unavailable whilst construction works take place. We apologise for any inconvenience caused.,1665653371149,"<p>Access to the estate is free, but admission is required to access the castle and gardens. Under 5&#39;s are free. Group visits should be booked in advance. There is no charge for car parking&nbsp; |&nbsp; Mae mynediad i&rsquo;r yst&acirc;d am ddim, ond mae angen tocyn i gael mynediad i&rsquo;r castell a&rsquo;r gerddi. Am ddim i blant dan 5 oed. Dylid archebu ymweliadau grŵp ymlaen llaw. Nid oes t&acirc;l am barcio.</p>
",The castle interior opens at 12pm daily. Last entry to the castle is 30 minutes before closing. Home Farm Kiosk opening times may vary.  **** Mae tu mewn y castell yn agor am 12pm bob dydd. Mae mynediad olaf i'r castell 30 munud cyn cau. Gall amseroedd agor Ciosg Home Farm amrywio.,2022-01-01,2022-12-31,52.935902,-3.08353,0.923905782413051,-0.0538177510840208,0.797961747235693,0.602708096800234,-0.0537917756691336,0.998552174335604,Wales,Wrexham,Chirk Castle,LL14 5AF,Chirk,https://www.nationaltrust.org.uk/chirk-castle,,"nationaltrust.org.uk
National Trust Mobile Application",1,22,0,0,0,1665653371149,1665575166000,1665653703539,1665046888000,1665653744983,0,1665653724069,1649590082000,0,0,1665653766701,1665064716000,0,0,1417787874,Wales
43,6219,Fingle Bridge,FingleBridge,castledrogo@nationaltrust.org.uk,+441647433306,"<p>Fingle Bridge is the gateway to Fingle Woods and Castle Drogo. There are miles of pathways to explore by the bubbling river or climb to the top of the gorge to look out over Dartmoor. Fingle Woods contains many ancient trees and the gorge is bursting with wildlife from butterflies to salmon.</p>
",A calm spot over the River Teign with unspoilt woods,,1665653372040,,,2022-01-01,2022-12-31,50.695276,-3.780949,0.884799481407261,-0.0659900088999871,0.773787985252625,0.633444673099935,-0.0659421250844359,0.997823449383381,England,Devon,"Teign Gorge
near Drewsteignton",,Exeter,https://www.nationaltrust.org.uk/fingle-bridge,,"National Trust Mobile Application
nationaltrust.org.uk",0,0,0,0,0,1665653372040,1655200214000,1665653703597,1548772115000,1665653744923,0,1665653724126,1648801037000,0,0,1665653766828,1641020496000,0,0,1546435863,South West
44,222,Yorkshire Dales,YorkshireDales,yorkshiredales@nationaltrust.org.uk,+441729830416,"<p>Rolling countryside with steep sided valleys, vast heather covered moorland hilltops and a patchwork of drystone walls and barns. It can be wild and windswept one day and quiet and calm the next. Whatever the weather this limestone scenery is a great place for stretching your legs on a walk, by bike or simply enjoying the large open spaces and far reaching views.</p>
","Enjoy picturesque villages, drystone walls, flower filled hay meadows and the characteristic rolling hills of the Dales.",,1665653372214,,,2022-01-01,2022-12-31,54.104698,-2.17682,0.944305120897191,-0.037992676223263,0.810089717657278,0.586305934940071,-0.0379835368363117,0.999278365086228,England,North Yorkshire,"Malham Tarn
Waterhouses",BD24 9PT,Settle,https://www.nationaltrust.org.uk/yorkshire-dales,,"National Trust Mobile Application
nationaltrust.org.uk",0,0,0,0,0,1665653372214,1659422815000,1665653703673,1641020458000,1665653745055,0,1665653724201,1659422815000,0,0,1665653767023,1641020458000,0,0,1418491237,Yorkshire and North East
45,133,Florence Court,FlorenceCourt,florencecourt@nationaltrust.org.uk,+442866348249,"<p>Surrounded by lush parkland and thick woodland with Benaughlin mountain rising in the background, Florence Court enjoys a majestic countryside setting in West Fermanagh. There is something for everyone to enjoy at this extensive and welcoming place.</p>

<p>On a guided tour of the Georgian mansion you can hear stories about the Cole family and their staff, who lived here for over 250 years.</p>

<p>Outdoors take a gentle walk or long cycle along 10 miles of trails in the adjoining forest park and see fascinating industrial heritage features, including the water-powered sawmill and blacksmith&#39;s forge. The gardens are home to the mother of all Irish yew trees, as well as the kitchen garden which is being restored to its 1930s character.</p>
",Beautiful 18th-century home set on a sustainable estate and gardens,,1665653372784,"<p><span style=""font-size: 17pt; font-family: &quot;National Trust TT&quot;; font-weight: bold;"">Free entry for National Trust members. </span><span class=""TextRun SCXP156266582 BCX3"" data-contrast=""none"" data-usefontface=""true"" lang=""EN-GB"" style=""font-variant-numeric: normal; font-variant-east-asian: normal; font-stretch: normal; font-size: 24.88px; line-height: 29.86px; font-family: &quot;National Trust TT&quot;, &quot;National Trust TT_MSFontService&quot;, &quot;National Trust TT_MSFontService&quot;, sans-serif; letter-spacing: 0px; padding-bottom: 0.78px; vertical-align: 0.78px; font-feature-settings: &quot;kern&quot;;"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXP156266582 BCX3"" style=""line-height: 0px; vertical-align: -0.78px; position: relative;"">Guided house tour bookings are made on arrival. (subject to availability)</span></span></p>
",,2022-01-01,2022-12-31,54.258301,-7.72989,0.946985998988132,-0.134912031316984,0.811658619410914,0.58413207884516,-0.134503142201594,0.990913167102899,Northern Ireland,County Fermanagh,,BT92 1DB,Enniskillen,https://www.nationaltrust.org.uk/florence-court,,"nationaltrust.org.uk
National Trust Mobile Application",1,37,0,0,1,1665653372784,1664712640000,1665653703604,1664712640000,1665653744999,0,1665653724145,1625060422000,0,0,1665653766899,1664177138000,0,0,1417708342,Northern Ireland
46,6055,Black Down,BlackDown,southdownswest@nationaltrust.org.uk,+441730816638,"<p>Black Down in West Sussex is a landscape of wavy hair grass, purple heather and pine trees, where you can still get a true sense of &#39;wild&#39;.</p>

<p>The views have inspired many for years and none so renowned as Tennyson himself: &lsquo;You came and looked and loved the view, long known and loved by me, Green Sussex fading into blue with one grey glimpse of sea.&rsquo;</p>

<p>As you amble down some of the ancient sunken lanes and drove ways, you can feel a sense of timelessness. Traders, shepherds and chert quarrymen have been using these tracks for thousands of years.</p>

<p>The flanks of Black Down have old flower-rich meadows, ancient woodland and copses. The meadows are cut for hay, which is used to feed the cows over the winter. Today, we look after Black Down for its internationally important heathland. You might come across one of our cows - they help us control the scrub, which encourages the heather to flourish.</p>
",The highest point in the South Downs National Park,"Due to the current severe risk of wildfires we do not allow barbeques or any type of flame here as these, along with discarded cigarettes and litter, are the most common cause of wildfires. No camping or overnight stays are permitted in our car parks",1665653373049,,,2022-01-01,2022-12-31,51.0700074,-0.6873412,0.891339778147869,-0.0119963670246088,0.777914322329833,0.628370358239563,-0.0119960792881744,0.999928044452056,England,West Sussex,"South Downs West Estate Yard
Linch Road",GU29 0QB,Woolbeding,https://www.nationaltrust.org.uk/black-down,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,0,1665653373049,1662623874000,1665653703676,1641020491000,1665653745069,0,1665653724217,1619780872000,0,0,1665653767081,1641020491000,0,0,1418486007,London and South East
47,5423,Plymbridge Woods,PlymbridgeWoods,plymbridgewoods@nationaltrust.org.uk,+441752341377,"<p>The Plym Valley consists of varied habitats from riverside meadows, ancient woodland and the wilderness of Dartmoor. Car parks at Plymbridge, Cadover Bridge and Shaugh Prior provide good starting points to explore the area on foot or bike.</p>",A wooded valley opening up to the moors of Dartmoor with a rich and varied industrious past,Plymbridge car park will be closed for two days on Wednesday 27th and Thursday 28th April for maintenance works.,1665653373726,,,2022-01-01,2022-12-31,50.4089,-4.0786,0.87980127730857,-0.0711849988718407,0.770612247291068,0.637304294921202,-0.0711248947631339,0.997467417685878,England,Devon,Plymbridge Road,PL7 4SR,Plympton,https://www.nationaltrust.org.uk/plymbridge-woods,,"National Trust Mobile Application
nationaltrust.org.uk",0,0,0,0,0,1665653373726,1655200520000,1665653703740,1609483080000,1665653745121,0,1665653724271,1610118095000,0,0,1665653767126,1641020710000,0,0,1422228667,South West
48,337,Trengwainton Garden,TrengwaintonGarden,trengwainton@nationaltrust.org.uk,+441736363148,"<p>Here in this warm and luxuriant garden, you can follow in the footsteps of the 1920s plant hunters to see plants that flowered in Britain for the first time.</p>

<p>Award-winning magnolias and rhododendrons are still nurtured by those with a passion for their beauty and extraordinary story&nbsp;and five sections of walled gardens are crammed with tender exotic species&nbsp;from around the world.</p>

<p>Winding wooded paths follow a half-mile incline to sea views across Mount&#39;s Bay and the descent via the drive is bordered by a stream garden and open meadows.</p>

<p>There&rsquo;s also a kitchen garden reputedly built to the dimensions of Noah&rsquo;s Ark.</p>

<p>Dogs on leads are welcome throughout the garden.</p>
",Sheltered garden bursting with exotic trees and shrubs,,1665653373732,,,2022-01-01,2022-12-31,50.127899,-5.5695,0.874896884657173,-0.0972061126898242,0.767477401544805,0.641076000266765,-0.09705310111258,0.995279204828691,England,Cornwall,Madron,TR20 8RZ,near Penzance,https://www.nationaltrust.org.uk/trengwainton-garden,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,1,1665653373732,1663850905000,1665653703745,1641020710000,1665653745140,0,1665653724285,1659343893000,0,0,1665653767167,1654076658000,0,0,1418681251,South West
49,6194,Pin Mill,PinMill,pinmill@nationaltrust.org.uk,,"<p>Get away from it all and explore the footpaths around the heathland, wooded cliffs and river valley. Head to the village for a pint or a delicious meal.</p>
",Enjoy a wander around Pin Mill and escape from it all,,1665653374637,,,2022-01-01,2022-12-31,51.996323,1.213511,0.907507035280455,0.0211797624591689,0.787971241443041,0.615712045244133,0.0211781790167914,0.999775717215383,England,Suffolk,Pin Mill - Council Car park,IP9 1JJ,near Chelmondiston,https://www.nationaltrust.org.uk/pin-mill,,"National Trust Mobile Application
nationaltrust.org.uk",0,0,0,0,0,1665653374637,1655735257000,1665653703807,1641020712000,1665653745211,0,1665653724349,1618410789000,0,0,1665653767332,1641020712000,0,0,,East of England
50,154,Greys Court,GreysCourt,greyscourt@nationaltrust.org.uk,+441491628529,"<p>An intimate family home and peaceful estate set in the rolling hills of the Chilterns.</p>

<p>This picturesque 16th-century mansion and tranquil gardens were home to the Brunner family until recent years. The house exudes a welcoming atmosphere with a well-stocked kitchen and homely living rooms.&nbsp; The series of walled gardens is a colourful patchwork of interest set amid medieval ruins. If there are any plants that you would like our volunteer team to identify, please send a photo of the plant to PlantID.GreysCourt@nationaltrust.org.uk.</p>

<p>Other buildings from earlier eras include the Great Tower from the 14th century and a rare Tudor donkey wheel, in use until the early 20th century.</p>
","A family home, delightful gardens and an idyllic setting",,1665653374756,"<p>We no longer have a booking system in place for visits.</p>

<p>Free entry for National Trust members.&nbsp;</p>

<p>If you would like to inquiry about booking a group visit to Greys Court please email greyscourtgroupbookings@nationaltrust.org.uk</p>
","Last entry to site 1 hour before closing. Last entry to the house is at 3.30pm. We may use timed tickets to the house on busier days, which can be picked up from Visitor Reception.

The house will also be closed from 7 - 25 Nov. The whole site is closed 24 & 25 Dec.

Monday 19th September the entire site will be closed. ",2022-01-01,2022-12-31,51.5452,-0.95151,0.899633453598981,-0.0166069823656512,0.78309900811344,0.621897052165184,-0.0166062190310757,0.999862107237539,England,Oxfordshire,Rotherfield Greys,RG9 4PG,Henley-on-Thames,https://www.nationaltrust.org.uk/greys-court,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,0,1665653374756,1663661438000,1665653703813,1650447285000,1665653745185,0,1665653724337,1653643766000,0,0,1665653767229,1663053899000,0,0,1418483478,London and South East
51,4032,Seaton Delaval Hall,SeatonDelavalHall,seatondelavalhall@nationaltrust.org.uk,+441912379100,"<p>Seaton Delaval may have been one of the architect Sir John Vanbrugh&rsquo;s smallest country houses; but it was home to the larger than life Delaval family.</p>

<p>The house and surrounding landscape were in keeping with the style expected in Georgian society, yet behind the formality lies a story of theatricality and mischief.</p>

<p>Known as the &lsquo;Gay Delavals&rsquo; due to their high spirited and flamboyant lifestyle, an invitation to one of their parties was the hottest ticket in town. In an age notorious for extremes of behaviour, they stood apart as the most notorious of all Georgian partygoers and pranksters. Imagine awaking in the house to find your room &ldquo;turned upside down&rdquo; with furniture fixed to the ceiling, or finding yourself in a state of undress and having the walls collapse!</p>

<p>Enter a world where an extraordinary lifestyle was acted out in the most colourful way. The Delavals loved a performance, staging events from rope dancers and sack races outdoors to masquerade balls and even their own theatrical productions at home and further afield, which earned rave reviews at the time.</p>

<p>Seaton Delaval Hall has moved from fortune to misfortune many times through the centuries and the story of its survival is as dramatic as any performance that could be staged. It still bears the scars of the fierce fires which almost condemned it to ruin two hundred years ago, but even today plays a major part in the history of the North East.</p>

<p>Now&nbsp;Seaton Delaval Hall is embarking on its&nbsp;encore thanks to the National Lottery Heritage Fund and others.&nbsp; Between 2019 and 2022 the Hall completed a major project titled the &#39;Curtain Rises&#39;, which included&nbsp;a full reroofing of the West Wing, replacement of six chimneys and the introduction of conservation-grade heating; critical repairs to the cantilever staircases leading from the Central Hall to the&nbsp;Basement;&nbsp;the reflooring&nbsp;and introduction of&nbsp;sympathetic lighting in the Basement;&nbsp;conservation of structures in the landscape including the&nbsp; ha-ha walls, mausoleum and walled garden walls, a contemporary reimagining of the 1781 estate plan in the landscape, incorporating the reintroduction of historic path networks&nbsp;and improvements to visitor facilities including a new cafe, play area, accessible entrances&nbsp;and toilets. In addition, the hall&#39;s collection has been re-presented to better introduce the &#39;gay Delavals&#39;- and better tell their stories, bringing back the drama and flamboyance for which they were known.</p>
","A place of great theatricality, drama and mischief",,1665653375642,"<p>Free entry for National Trust members.&nbsp;</p>
",Last entry to site is one hour before closing time,2022-01-01,2022-12-31,55.082846,-1.496508,0.961377024068989,-0.0261189918824353,0.819980542202807,0.572391396169432,-0.0261160222467934,0.999658918522715,England,Northumberland,The Avenue,NE26 4QR,Seaton Sluice,https://www.nationaltrust.org.uk/seaton-delaval-hall,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,0,1665653375642,1665391132000,1665653703864,1641020794000,1665653745252,0,1665653724404,1665391132000,0,0,1665653767401,1660898967000,0,0,1418492039,Yorkshire and North East
52,357,Wellbrook Beetling Mill,WellbrookBeetlingMill,wellbrook@nationaltrust.org.uk,+442886748210,"<p><br />
Nestling in an idyllic wooded glen offering lovely walks and picnic spots this, the last working water-powered linen beetling mill, offers a unique experience for all the family.</p>

<p>Enjoy a guided tour of the mill, which lasts approx 45 mins to 1 hour.</p>
",Working water-powered mill used in the manufacture of linen,,1665653376057,"<p>All enquiries for groups to <a href=""mailto:springhill@nationaltrust.org.uk"">springhill@nationaltrust.org.uk</a></p>
",,2022-01-01,2022-12-31,54.6553,-6.83957,0.953914938665257,-0.119373015920629,0.815686519092151,0.57849416813943,-0.119089708591186,0.992883498356009,Northern Ireland,County Tyrone,"20 Wellbrook Road
Corkhill",BT80 9RY,Cookstown,https://www.nationaltrust.org.uk/wellbrook-beetling-mill,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,0,1665653376057,1663147820000,1665653703930,1641020464000,1665653745275,0,1665653724422,1630316273000,0,0,1665653767499,1663147820000,0,0,1418124392,Northern Ireland
53,6209,Footprint,Footprint,footprint@nationaltrust.org.uk,+441539488409,"<p>This straw bale building was constructed in 2006 and now provides an educational base for people to reconnect with nature and explore the great outdoors in the peaceful St Catherine&rsquo;s Wood through our programme of activities and workshops. It&rsquo;s the first building in Cumbria to be constructed with straw bale walls, and the first of its kind built anywhere by the National Trust. It&#39;s a truly inspirational space. Just walking distance from Windermere, the meadows, woodland and grazed parkland around St Catherine&rsquo;s Estate are all teeming with wildlife and wild flowers making it the perfect place to get away from it all.</p>
",A truly inspirational space,,1665653376592,,,0,0,54.389002,-2.9117954,0.949267161773781,-0.0508204168744253,0.812989006800878,0.582279035189249,-0.0507985439256383,0.998708920524411,England,Cumbria,"Footprint
St Catherine's, Patterdale Road",LA23 1NH,Windermere,https://www.nationaltrust.org.uk/footprint,,"nationaltrust.org.uk
National Trust Mobile Application",0,0,0,0,0,1665653376592,1658835156000,1665653703935,1609482999000,1665653745317,0,1665653724475,1499915099000,0,0,1665653767549,1641020508000,0,0,1437389299,North West
54,262,Pitstone Windmill,PitstoneWindmill,pitstonemill@nationaltrust.org.uk,+441442851227,"<p>This unusual survivor is one of the oldest post mills in Britain. Pitstone windmill ground flour for the local village for almost three hundred years until a freak storm in the early 1900s left it damaged beyond economic repair.</p>

<p>Donated to the National Trust in 1937 Pitstone Windmill has been faithfully restored by a dedicated team of local volunteers. Today you can explore both the inner and outer workings of the windmill; including the massive post upon which the mill turns and the tail pole which the miller used to position the sails into the wind, while also taking in spectacular views of the surrounding Chilterns countryside.</p>
", A rare and striking example of an early form of post mill,,1665653377106,"<p>Cash only. Group Bookings by prior arrangement.</p>
",,2022-01-01,2022-12-31,51.831402,-0.62699,0.904628620824774,-0.0109430398770792,0.786195705163865,0.617977599255745,-0.0109428214733273,0.999940125536626,England,Buckinghamshire,,LU7 9ER,Ivinghoe,https://www.nationaltrust.org.uk/pitstone-windmill,,"National Trust Mobile Application
nationaltrust.org.uk",0,0,0,0,1,1665653377106,1656666228000,1665653704002,1656666228000,1665653745339,0,1665653724483,1499915248000,0,0,1665653767561,1656665948000,0,0,1450197012,London and South East
