_id,place_id,label_id,pattern_id,week_start
518,9,12,31,20221205
519,9,12,31,20220404
520,9,12,31,20220704
521,9,12,31,20221003
522,9,12,31,20220502
523,9,12,31,20220801
524,11,13,35,20221031
525,11,13,35,20220829
526,11,13,35,20220228
527,11,13,33,20211227
528,11,13,35,20220627
529,11,13,34,20221226
530,11,13,35,20220425
531,11,13,35,20221024
532,11,13,35,20220822
533,11,13,35,20220221
534,11,13,35,20220620
535,11,13,35,20221219
536,11,13,35,20220418
537,11,13,35,20221017
538,11,13,35,20220815
539,11,13,35,20220214
540,11,13,35,20220613
541,11,13,35,20221212
542,11,13,35,20220411
543,11,13,35,20221010
544,11,13,35,20220808
545,11,13,35,20220207
546,11,13,35,20220606
547,11,13,35,20221205
548,11,13,35,20220404
549,11,13,35,20221003
550,11,13,35,20220801
551,11,13,35,20220131
552,11,13,35,20220530
553,11,13,35,20220328
554,11,13,35,20221128
555,11,13,35,20220926
556,11,13,35,20220725
557,11,13,35,20220124
558,11,13,35,20220523
559,11,13,35,20220321
560,11,13,35,20221121
561,11,13,35,20220919
562,11,13,35,20220718
563,11,13,35,20220117
564,11,13,35,20220516
565,11,13,35,20221114
566,11,13,35,20220314
567,11,13,35,20220912
568,11,13,35,20220711
569,11,13,35,20220110
570,11,13,35,20220509
571,11,13,35,20221107
572,11,13,35,20220307
573,11,13,35,20220905
574,11,13,35,20220704
575,11,13,35,20220103
576,11,13,35,20220502
577,13,14,38,20221031
578,13,15,38,20221031
579,13,14,38,20220829
580,13,15,38,20220829
581,13,14,38,20220228
582,13,15,38,20220228
583,13,14,36,20211227
584,13,15,36,20211227
585,13,14,38,20220627
586,13,15,38,20220627
587,13,14,37,20221226
588,13,15,37,20221226
589,13,14,38,20220425
590,13,15,38,20220425
591,13,14,38,20221024
592,13,15,38,20221024
593,13,14,38,20220822
594,13,15,38,20220822
595,13,14,38,20220221
596,13,15,38,20220221
597,13,14,38,20220620
598,13,15,38,20220620
599,13,14,38,20221219
600,13,15,38,20221219
601,13,14,38,20220418
602,13,15,38,20220418
603,13,14,38,20221017
604,13,15,38,20221017
605,13,14,38,20220815
606,13,15,38,20220815
607,13,14,38,20220214
608,13,15,38,20220214
609,13,14,38,20220613
610,13,15,38,20220613
611,13,14,38,20221212
612,13,15,38,20221212
613,13,14,38,20220411
614,13,15,38,20220411
615,13,14,38,20221010
616,13,15,38,20221010
617,13,14,38,20220808
618,13,15,38,20220808
619,13,14,38,20220207
620,13,15,38,20220207
621,13,14,38,20220606
622,13,15,38,20220606
623,13,14,38,20221205
624,13,15,38,20221205
625,13,14,38,20220404
626,13,15,38,20220404
627,13,14,38,20221003
628,13,15,38,20221003
629,13,14,38,20220801
630,13,15,38,20220801
631,13,14,38,20220131
632,13,15,38,20220131
633,13,14,38,20220530
634,13,15,38,20220530
635,13,14,38,20220328
636,13,15,38,20220328
637,13,14,38,20221128
638,13,15,38,20221128
639,13,14,38,20220926
640,13,15,38,20220926
641,13,14,38,20220725
642,13,15,38,20220725
643,13,14,38,20220124
644,13,15,38,20220124
645,13,14,38,20220523
646,13,15,38,20220523
647,13,14,38,20220321
648,13,15,38,20220321
649,13,14,38,20221121
650,13,15,38,20221121
651,13,14,38,20220919
652,13,15,38,20220919
653,13,14,38,20220718
654,13,15,38,20220718
655,13,14,38,20220117
656,13,15,38,20220117
657,13,14,38,20220516
658,13,15,38,20220516
659,13,14,38,20221114
660,13,15,38,20221114
661,13,14,38,20220314
662,13,15,38,20220314
663,13,14,38,20220912
664,13,15,38,20220912
665,13,14,38,20220711
666,13,15,38,20220711
667,13,14,38,20220110
668,13,15,38,20220110
669,13,14,38,20220509
670,13,15,38,20220509
671,13,14,38,20221107
672,13,15,38,20221107
673,13,14,38,20220307
674,13,15,38,20220307
675,13,14,38,20220905
676,13,15,38,20220905
677,13,14,38,20220704
678,13,15,38,20220704
679,13,14,38,20220103
680,13,15,38,20220103
681,13,14,38,20220502
682,13,15,38,20220502
683,14,16,42,20221031
684,14,17,42,20221031
685,14,19,49,20221031
686,14,20,53,20221031
687,14,16,41,20220829
688,14,17,41,20220829
689,14,18,45,20220829
690,14,19,45,20220829
691,14,20,52,20220829
692,14,16,42,20220228
693,14,17,42,20220228
694,14,19,49,20220228
695,14,20,53,20220228
696,14,19,46,20211227
697,14,20,50,20211227
698,14,16,39,20211227
699,14,17,39,20211227
700,14,16,41,20220627
701,14,17,41,20220627
702,14,18,45,20220627
703,14,19,45,20220627
704,14,20,52,20220627
705,14,16,40,20221226
706,14,17,40,20221226
707,14,19,48,20221226
708,14,20,51,20221226
709,14,16,41,20220425
710,14,17,41,20220425
711,14,19,45,20220425
712,14,18,46,20220425
713,14,20,52,20220425
714,14,16,41,20221024
715,14,17,41,20221024
716,14,19,45,20221024
717,14,20,52,20221024
718,14,16,41,20220822
719,14,17,41,20220822
720,14,18,45,20220822
721,14,19,45,20220822
722,14,20,52,20220822
723,14,16,42,20220221
724,14,17,42,20220221
725,14,19,49,20220221
726,14,20,53,20220221
727,14,16,41,20220620
728,14,17,41,20220620
729,14,18,45,20220620
730,14,19,45,20220620
731,14,20,52,20220620
732,14,16,40,20221219
733,14,17,40,20221219
734,14,19,48,20221219
735,14,20,51,20221219
736,14,16,41,20220418
737,14,17,41,20220418
738,14,19,45,20220418
739,14,20,52,20220418
740,14,16,41,20221017
741,14,17,41,20221017
742,14,19,45,20221017
743,14,20,52,20221017
744,14,16,41,20220815
745,14,17,41,20220815
746,14,18,45,20220815
747,14,19,45,20220815
748,14,20,52,20220815
749,14,16,42,20220214
750,14,17,42,20220214
751,14,19,49,20220214
752,14,20,53,20220214
753,14,16,41,20220613
754,14,17,41,20220613
755,14,18,45,20220613
756,14,19,45,20220613
757,14,20,52,20220613
758,14,16,42,20221212
759,14,17,42,20221212
760,14,19,49,20221212
761,14,20,53,20221212
762,14,16,41,20220411
763,14,17,41,20220411
764,14,19,45,20220411
765,14,20,52,20220411
766,14,16,41,20221010
767,14,17,41,20221010
768,14,19,45,20221010
769,14,20,52,20221010
770,14,16,41,20220808
771,14,17,41,20220808
772,14,18,45,20220808
773,14,19,45,20220808
774,14,20,52,20220808
775,14,16,42,20220207
776,14,17,42,20220207
777,14,19,49,20220207
778,14,20,53,20220207
779,14,16,41,20220606
780,14,17,41,20220606
781,14,18,45,20220606
782,14,19,45,20220606
783,14,20,52,20220606
784,14,16,42,20221205
785,14,17,42,20221205
786,14,19,49,20221205
787,14,20,53,20221205
788,14,16,41,20220404
789,14,17,41,20220404
790,14,19,45,20220404
791,14,20,52,20220404
792,14,16,41,20221003
793,14,17,41,20221003
794,14,19,45,20221003
795,14,20,52,20221003
796,14,16,41,20220801
797,14,17,41,20220801
798,14,18,45,20220801
799,14,19,45,20220801
800,14,20,52,20220801
801,14,16,42,20220131
802,14,17,42,20220131
803,14,19,49,20220131
804,14,20,53,20220131
805,14,16,41,20220530
806,14,17,41,20220530
807,14,18,45,20220530
808,14,19,45,20220530
809,14,20,52,20220530
810,14,16,43,20220328
811,14,17,43,20220328
812,14,19,49,20220328
813,14,20,54,20220328
814,14,16,42,20221128
815,14,17,42,20221128
816,14,19,49,20221128
817,14,20,53,20221128
818,14,16,41,20220926
819,14,17,41,20220926
820,14,18,45,20220926
821,14,19,45,20220926
822,14,20,52,20220926
823,14,16,41,20220725
824,14,17,41,20220725
825,14,18,45,20220725
826,14,19,45,20220725
827,14,20,52,20220725
828,14,16,42,20220124
829,14,17,42,20220124
830,14,19,49,20220124
831,14,20,53,20220124
832,14,16,41,20220523
833,14,17,41,20220523
834,14,18,45,20220523
835,14,19,45,20220523
836,14,20,52,20220523
837,14,16,42,20220321
838,14,17,42,20220321
839,14,19,49,20220321
840,14,20,53,20220321
841,14,16,42,20221121
842,14,17,42,20221121
843,14,19,49,20221121
844,14,20,53,20221121
845,14,16,41,20220919
846,14,18,47,20220919
847,14,19,47,20220919
848,14,17,44,20220919
849,14,20,55,20220919
850,14,16,41,20220718
851,14,17,41,20220718
852,14,18,45,20220718
853,14,19,45,20220718
854,14,20,52,20220718
855,14,16,42,20220117
856,14,17,42,20220117
857,14,19,49,20220117
858,14,20,53,20220117
859,14,16,41,20220516
860,14,17,41,20220516
861,14,18,45,20220516
862,14,19,45,20220516
863,14,20,52,20220516
864,14,16,42,20221114
865,14,17,42,20221114
866,14,19,49,20221114
867,14,20,53,20221114
868,14,16,42,20220314
869,14,17,42,20220314
870,14,19,49,20220314
871,14,20,53,20220314
872,14,16,41,20220912
873,14,17,41,20220912
874,14,18,45,20220912
875,14,19,45,20220912
876,14,20,55,20220912
877,14,16,41,20220711
878,14,17,41,20220711
879,14,18,45,20220711
880,14,19,45,20220711
881,14,20,52,20220711
882,14,16,42,20220110
883,14,17,42,20220110
884,14,19,49,20220110
885,14,20,53,20220110
886,14,16,41,20220509
887,14,17,41,20220509
888,14,18,45,20220509
889,14,19,45,20220509
890,14,20,52,20220509
891,14,16,42,20221107
892,14,17,42,20221107
893,14,19,49,20221107
894,14,20,53,20221107
895,14,16,42,20220307
896,14,17,42,20220307
897,14,19,49,20220307
898,14,20,53,20220307
899,14,16,41,20220905
900,14,17,41,20220905
901,14,18,45,20220905
902,14,19,45,20220905
903,14,20,52,20220905
904,14,16,41,20220704
905,14,17,41,20220704
906,14,18,45,20220704
907,14,19,45,20220704
908,14,20,52,20220704
909,14,16,42,20220103
910,14,17,42,20220103
911,14,19,49,20220103
912,14,20,53,20220103
913,14,16,41,20220502
914,14,17,41,20220502
915,14,18,45,20220502
916,14,19,45,20220502
917,14,20,52,20220502
918,17,21,58,20221031
919,17,21,58,20220829
920,17,21,58,20220228
921,17,21,56,20211227
922,17,21,58,20220627
923,17,21,57,20221226
924,17,21,58,20220425
925,17,21,58,20221024
926,17,21,58,20220822
927,17,21,58,20220221
928,17,21,58,20220620
929,17,21,58,20221219
930,17,21,58,20220418
931,17,21,58,20221017
932,17,21,58,20220815
933,17,21,58,20220214
934,17,21,58,20220613
935,17,21,58,20221212
936,17,21,58,20220411
937,17,21,58,20221010
938,17,21,58,20220808
939,17,21,58,20220207
940,17,21,58,20220606
941,17,21,58,20221205
942,17,21,58,20220404
943,17,21,58,20221003
944,17,21,58,20220801
945,17,21,58,20220131
946,17,21,58,20220530
947,17,21,58,20220328
948,17,21,58,20221128
949,17,21,58,20220926
950,17,21,58,20220725
951,17,21,58,20220124
952,17,21,58,20220523
953,17,21,58,20220321
954,17,21,58,20221121
955,17,21,58,20220919
956,17,21,58,20220718
957,17,21,58,20220117
958,17,21,58,20220516
959,17,21,58,20221114
960,17,21,58,20220314
961,17,21,58,20220912
962,17,21,58,20220711
963,17,21,58,20220110
964,17,21,58,20220509
965,17,21,58,20221107
966,17,21,58,20220307
967,17,21,58,20220905
968,17,21,58,20220704
969,17,21,58,20220103
970,17,21,58,20220502
971,15,23,60,20221031
972,15,22,59,20220530
973,15,23,61,20220530
974,15,23,61,20220829
975,15,23,61,20220328
976,15,22,59,20220627
977,15,23,61,20220627
978,15,23,61,20220926
979,15,22,59,20220725
980,15,23,61,20220725
981,15,23,61,20220425
982,15,23,61,20221024
983,15,22,59,20220523
984,15,23,61,20220523
985,15,22,59,20220822
986,15,23,61,20220822
987,15,23,61,20220321
988,15,22,59,20220620
989,15,23,61,20220620
990,15,23,62,20220919
991,15,22,59,20220718
992,15,23,61,20220718
993,15,23,61,20220418
994,15,23,61,20221017
995,15,22,59,20220516
996,15,23,61,20220516
997,15,22,59,20220815
998,15,23,61,20220815
999,15,23,59,20220314
1000,15,22,59,20220613
1001,15,23,61,20220613
1002,15,23,61,20220912
1003,15,22,59,20220711
1004,15,23,61,20220711
1005,15,23,61,20220411
1006,15,23,61,20221010
1007,15,22,59,20220509
1008,15,23,61,20220509
1009,15,22,59,20220808
1010,15,23,61,20220808
1011,15,22,59,20220606
1012,15,23,61,20220606
1013,15,23,61,20220905
1014,15,22,59,20220704
1015,15,23,61,20220704
1016,15,23,61,20220404
1017,15,23,61,20221003
1018,15,22,59,20220502
1019,15,23,61,20220502
1020,15,22,59,20220801
1021,15,23,61,20220801
1022,16,28,66,20221031
1023,16,24,69,20221031
1024,16,27,69,20221031
1025,16,25,74,20221031
1026,16,26,76,20221031
1027,16,24,65,20220829
1028,16,26,65,20220829
1029,16,27,65,20220829
1030,16,28,65,20220829
1031,16,25,74,20220829
1032,16,25,74,20220228
1033,16,24,65,20220228
1034,16,26,65,20220228
1035,16,27,65,20220228
1036,16,28,79,20220228
1037,16,25,72,20211227
1038,16,24,63,20211227
1039,16,26,63,20211227
1040,16,27,63,20211227
1041,16,24,65,20220627
1042,16,26,65,20220627
1043,16,27,65,20220627
1044,16,28,65,20220627
1045,16,25,74,20220627
1046,16,25,73,20221226
1047,16,24,64,20221226
1048,16,26,64,20221226
1049,16,27,64,20221226
1050,16,24,65,20220425
1051,16,26,65,20220425
1052,16,27,65,20220425
1053,16,28,65,20220425
1054,16,25,74,20220425
1055,16,25,74,20221024
1056,16,26,75,20221024
1057,16,24,67,20221024
1058,16,27,67,20221024
1059,16,28,67,20221024
1060,16,24,65,20220822
1061,16,26,65,20220822
1062,16,27,65,20220822
1063,16,28,65,20220822
1064,16,25,74,20220822
1065,16,25,74,20220221
1066,16,24,65,20220221
1067,16,26,65,20220221
1068,16,27,65,20220221
1069,16,24,65,20220620
1070,16,26,65,20220620
1071,16,27,65,20220620
1072,16,28,65,20220620
1073,16,25,74,20220620
1074,16,25,74,20221219
1075,16,24,68,20221219
1076,16,26,68,20221219
1077,16,27,68,20221219
1078,16,24,65,20220418
1079,16,26,65,20220418
1080,16,27,65,20220418
1081,16,28,65,20220418
1082,16,25,74,20220418
1083,16,25,74,20221017
1084,16,26,75,20221017
1085,16,24,67,20221017
1086,16,27,67,20221017
1087,16,28,67,20221017
1088,16,24,65,20220815
1089,16,26,65,20220815
1090,16,27,65,20220815
1091,16,28,65,20220815
1092,16,25,74,20220815
1093,16,25,74,20220214
1094,16,24,65,20220214
1095,16,26,65,20220214
1096,16,27,65,20220214
1097,16,24,65,20220613
1098,16,26,65,20220613
1099,16,27,65,20220613
1100,16,28,65,20220613
1101,16,25,74,20220613
1102,16,25,74,20221212
1103,16,24,66,20221212
1104,16,26,66,20221212
1105,16,27,66,20221212
1106,16,24,65,20220411
1107,16,26,65,20220411
1108,16,27,65,20220411
1109,16,28,65,20220411
1110,16,25,74,20220411
1111,16,25,74,20221010
1112,16,26,75,20221010
1113,16,24,67,20221010
1114,16,27,67,20221010
1115,16,28,67,20221010
1116,16,24,65,20220808
1117,16,26,65,20220808
1118,16,27,65,20220808
1119,16,28,65,20220808
1120,16,25,74,20220808
1121,16,24,71,20220207
1122,16,26,71,20220207
1123,16,27,71,20220207
1124,16,25,74,20220207
1125,16,24,65,20220606
1126,16,26,65,20220606
1127,16,27,65,20220606
1128,16,28,65,20220606
1129,16,25,74,20220606
1130,16,25,74,20221205
1131,16,24,66,20221205
1132,16,26,66,20221205
1133,16,27,66,20221205
1134,16,24,65,20220404
1135,16,26,65,20220404
1136,16,27,65,20220404
1137,16,28,65,20220404
1138,16,25,74,20220404
1139,16,25,74,20221003
1140,16,26,75,20221003
1141,16,24,67,20221003
1142,16,27,67,20221003
1143,16,28,67,20221003
1144,16,24,65,20220801
1145,16,26,65,20220801
1146,16,27,65,20220801
1147,16,28,65,20220801
1148,16,25,74,20220801
1149,16,25,74,20220131
1150,16,24,66,20220131
